orden,ORDEN,IDREGION,IDCDP,CODGEO,REGION,DEPROV,COMUNA,RBD,DVRBD,NOMBRE,ALUMNOS,DDCIA,DDCIA_N,RURALIDAD,RURALIDAD_N,GRUPO,GRUPO_N,ALUM_LEN,ALUM_MAT,ALUM_NAT,PROM_LEN,PROM_MAT,Nivel Logro,PROM_NAT,DIF_LEN,SIG_LEN,DIF_MAT,SIG_MAT,DIF_NAT,SIG_NAT,DIFGRU_LEN,SIGGRU_LEN,DIFGRU_MAT,SIGGRU_MAT,DIFGRU_NAT,SIGGRU_NAT
181,772,4,41,4101,Región de Coquimbo,Elqui,La Serena,564,9,Escuela La Estrella,6,MC,1,R,0,A,0,6,6,6,219,179,Inicial,183,-,,-,,-,,-21,-1,-44,-1,-44,-1
182,692,4,41,4101,Región de Coquimbo,Elqui,La Serena,565,7,Colegio Adventista Maranata,75,PS,4,R,0,C,2,75,74,74,273,280,Intermedio,270,11,0,30,1,17,1,10,1,26,1,26,1
183,725,4,41,4101,Región de Coquimbo,Elqui,La Serena,566,5,Colegio Isabel Riquelme,28,PS,4,U,1,B,1,28,28,28,223,208,Inicial,225,-10,0,0,0,2,0,-23,-1,-26,-1,-26,-1
184,753,4,41,4101,Región de Coquimbo,Elqui,La Serena,568,1,Colegio San Antonio,44,PS,4,U,1,D,3,44,44,44,289,298,Avanzado,294,29,1,48,1,-3,0,5,0,19,1,19,1
185,766,4,41,4101,Región de Coquimbo,Elqui,La Serena,573,8,Colegio Teresa Videla de González,33,PS,4,U,1,D,3,33,32,32,295,301,Avanzado,293,10,0,17,1,11,0,11,1,22,1,22,1
186,763,4,41,4101,Región de Coquimbo,Elqui,La Serena,579,7,Colegio Seminario Conciliar,44,PS,4,U,1,D,3,44,44,44,327,335,Avanzado,321,14,0,28,1,33,1,43,1,56,1,56,1
187,722,4,41,4101,Región de Coquimbo,Elqui,La Serena,580,0,Colegio Gerónimo Rendic,83,PS,4,U,1,D,3,83,83,83,295,296,Avanzado,294,-6,0,6,0,-8,0,11,1,17,1,17,1
188,771,4,41,4101,Región de Coquimbo,Elqui,La Serena,581,9,Escuela Experimental de Música Jorge Peña Hen,53,PS,4,U,1,D,3,52,53,53,288,277,Intermedio,277,-10,0,0,0,-13,-1,4,0,-2,0,-2,0
189,752,4,41,4101,Región de Coquimbo,Elqui,La Serena,583,5,Colegio Sagrados Corazones,67,PS,4,U,1,D,3,65,65,65,303,285,Intermedio,290,22,1,12,0,0,0,19,1,6,1,6,1
190,765,4,41,4101,Región de Coquimbo,Elqui,La Serena,587,8,Colegio Serena,26,PP,3,U,1,E,4,26,26,26,299,297,Avanzado,302,-32,-1,-23,-1,4,0,-3,0,-7,0,-7,0
191,755,4,41,4101,Región de Coquimbo,Elqui,La Serena,590,8,Colegio San José,29,PS,4,U,1,D,3,28,29,29,306,295,Avanzado,294,34,1,41,1,23,1,22,1,16,1,16,1
192,724,4,41,4101,Región de Coquimbo,Elqui,La Serena,591,6,Colegio Inglés Católico,37,PP,3,U,1,E,4,34,37,37,296,283,Intermedio,292,-9,0,-14,-1,-13,0,-6,0,-21,-1,-21,-1
193,719,4,41,4101,Región de Coquimbo,Elqui,La Serena,594,0,Colegio Francisco de Aguirre,14,PS,4,U,1,D,3,14,14,14,280,278,Intermedio,275,21,1,28,1,-17,0,-4,0,-1,0,-1,0
194,686,4,41,4102,Región de Coquimbo,Elqui,La Higuera,597,5,Escuela Básica Pedro Pablo Muñoz,31,MD,2,R,0,B,1,30,31,31,226,184,Inicial,196,6,0,-21,-1,-49,-1,-20,-1,-50,-1,-50,-1
197,683,4,41,4102,Región de Coquimbo,Elqui,La Higuera,602,5,Escuela Básica Carlos Condell,6,MD,2,R,0,A,0,6,6,6,263,262,Intermedio,266,14,0,40,1,2,0,23,1,39,1,39,1
198,650,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,612,2,Escuela Básica Guillermo Cereceda Rojas,52,MD,2,U,1,B,1,52,48,48,215,212,Inicial,220,-21,-1,-15,-1,-14,-1,-31,-1,-22,-1,-22,-1
199,618,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,613,0,Colegio de Artes Claudio Arrau,73,MD,2,U,1,C,2,71,70,70,262,238,Intermedio,244,-6,0,-21,-1,16,1,-1,0,-16,-1,-16,-1
200,671,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,614,9,Escuela Presidente Aníbal Pinto Garmendia,63,MD,2,U,1,B,1,59,61,61,228,227,Inicial,236,5,0,28,1,4,0,-18,-1,-7,-1,-7,-1
201,641,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,617,3,Colegio Santa Cecilia,38,MD,2,U,1,B,1,37,38,37,232,236,Intermedio,241,7,0,41,1,13,1,-14,-1,2,0,2,0
202,656,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,618,1,Escuela Básica Santo Tomás de Aquino,65,MD,2,U,1,B,1,64,62,62,230,210,Inicial,222,-14,-1,-1,0,25,1,-16,-1,-24,-1,-24,-1
203,653,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,621,1,Escuela Básica Mario Muñoz Silva,30,MD,2,U,1,B,1,28,28,29,225,210,Inicial,222,-7,0,-5,0,-32,-1,-21,-1,-24,-1,-24,-1
204,657,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,625,4,Escuela Básica Tomasa Olivares Caamaño,14,MD,2,U,1,A,0,14,14,14,289,307,Avanzado,282,42,1,48,1,51,1,49,1,84,1,84,1
205,649,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,626,2,Escuela Básica David León Tapia,60,MD,2,U,1,B,1,55,60,60,214,190,Inicial,203,-23,-1,-24,-1,-34,-1,-32,-1,-44,-1,-44,-1
206,670,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,628,9,Escuela Peñuelas,7,MD,2,U,1,B,1,7,7,7,260,228,Inicial,259,15,0,23,0,19,0,14,0,-6,0,-6,0
207,654,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,629,7,Escuela Básica Pablo Neruda,43,MD,2,R,0,B,1,43,32,32,246,234,Intermedio,233,12,0,17,1,25,1,0,0,0,0,0,0
208,652,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,632,7,Escuela Básica Manuel de Salas,24,MD,2,U,1,B,1,22,23,23,232,206,Inicial,216,-34,-1,-42,-1,-15,0,-14,-1,-28,-1,-28,-1
210,663,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,641,6,Escuela Estación Las Cardas,6,MD,2,R,0,A,0,6,6,6,238,216,Inicial,209,-,,-,,-38,-1,-2,0,-7,0,-7,0
211,661,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,642,4,Escuela El Peñón,6,MD,2,R,0,A,0,6,6,6,236,208,Inicial,220,-7,0,18,0,-35,-1,-4,0,-15,0,-15,0
212,675,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,643,2,Escuela Tambillos,14,MD,2,R,0,B,1,14,13,13,260,253,Intermedio,243,-14,0,-31,-1,-55,-1,14,1,19,1,19,1
213,672,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,644,0,Escuela Puerto Aldea,6,MD,2,R,0,A,0,6,6,6,236,187,Inicial,203,-,,-,,-,,-4,0,-36,-1,-36,-1
214,630,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,647,5,Colegio Manuel Montt,22,PS,4,U,1,C,2,22,19,19,258,248,Intermedio,261,7,0,15,0,18,1,-5,0,-6,0,-6,0
215,645,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,648,3,Colegio Santa Marta,76,PS,4,U,1,D,3,75,76,76,289,282,Intermedio,286,9,0,8,0,3,0,5,1,3,0,3,0
216,639,4,41,4103,Región de Coquimbo,Elqui,Coquimbo,655,6,Colegio San Ignacio,31,PS,4,U,1,D,3,31,31,31,284,273,Intermedio,271,16,0,23,1,17,1,0,0,-6,0,-6,0
217,606,4,41,4104,Región de Coquimbo,Elqui,Andacollo,657,2,Escuela Luis Cruz Martínez,29,MD,2,U,1,B,1,29,29,29,259,240,Intermedio,254,14,0,25,1,54,1,13,1,6,0,6,0
218,604,4,41,4104,Región de Coquimbo,Elqui,Andacollo,658,0,Escuela Básica Patricio Lynch,21,MD,2,U,1,B,1,21,21,21,255,236,Intermedio,237,-3,0,15,0,-50,-1,9,1,2,0,2,0
221,607,4,41,4104,Región de Coquimbo,Elqui,Andacollo,663,7,Escuela Padre Claret,40,PS,4,U,1,C,2,40,39,40,260,254,Intermedio,270,20,1,35,1,43,1,-3,0,0,0,0,0
222,798,4,41,4105,Región de Coquimbo,Elqui,Vicuña,666,1,Escuela Básica Lucila Godoy Alcayaga,58,MD,2,U,1,B,1,58,57,57,222,207,Inicial,225,-14,-1,4,0,2,0,-24,-1,-27,-1,-27,-1
224,807,4,41,4105,Región de Coquimbo,Elqui,Vicuña,671,8,Escuela Ríos de Elqui,22,MD,2,R,0,B,1,22,22,22,255,235,Intermedio,247,39,1,43,1,49,1,9,1,1,0,1,0
225,804,4,41,4105,Región de Coquimbo,Elqui,Vicuña,672,6,Escuela Juan Torres Martínez,14,MD,2,R,0,B,1,14,14,14,264,273,Intermedio,257,6,0,26,1,37,1,18,1,39,1,39,1
226,797,4,41,4105,Región de Coquimbo,Elqui,Vicuña,673,4,Escuela Básica José Abelardo Núñez,23,MD,2,R,0,B,1,23,23,23,219,184,Inicial,206,14,0,-9,0,-26,-1,-27,-1,-50,-1,-50,-1
227,792,4,41,4105,Región de Coquimbo,Elqui,Vicuña,678,5,Escuela Amelia Barahona de Mujica,9,MD,2,R,0,A,0,9,9,9,243,242,Intermedio,235,-11,0,24,0,-,,3,0,19,1,19,1
229,806,4,41,4105,Región de Coquimbo,Elqui,Vicuña,682,3,Escuela Profesor Dagoberto Campos Núñez,16,MD,2,R,0,B,1,16,16,16,282,249,Intermedio,260,11,0,1,0,14,0,36,1,15,1,15,1
234,789,4,41,4105,Región de Coquimbo,Elqui,Vicuña,690,4,Colegio Antonio Varas,55,PS,4,U,1,C,2,53,54,54,287,270,Intermedio,277,0,0,6,0,14,1,24,1,16,1,16,1
235,782,4,41,4106,Región de Coquimbo,Elqui,Paiguano,692,0,Escuela Básica Jerónimo Godoy Villanueva,15,MD,2,R,0,C,2,15,14,14,234,212,Inicial,234,-36,-1,-46,-1,-24,-1,-29,-1,-42,-1,-42,-1
240,916,4,42,4201,Región de Coquimbo,Limarí,Ovalle,707,2,Escuela Básica Helene Lang,119,MD,2,U,1,C,2,118,117,117,265,250,Intermedio,250,-13,-1,-11,-1,1,0,2,0,-4,0,-4,0
241,908,4,42,4201,Región de Coquimbo,Limarí,Ovalle,708,0,Escuela Básica Antonio Tirado Lanas,38,MD,2,U,1,A,0,38,36,37,223,223,Inicial,221,9,0,35,1,-16,-1,-17,-1,0,0,0,0
242,914,4,42,4201,Región de Coquimbo,Limarí,Ovalle,711,0,Escuela Básica Guardia Marina Ernesto Riquelme,62,MD,2,U,1,B,1,60,60,60,245,220,Inicial,217,22,1,11,0,-15,-1,-1,0,-14,-1,-14,-1
243,909,4,42,4201,Región de Coquimbo,Limarí,Ovalle,712,9,Escuela Básica Arturo Alessandri Palma,55,MD,2,U,1,B,1,55,55,55,254,258,Intermedio,243,-3,0,11,0,-7,0,8,1,24,1,24,1
244,969,4,42,4201,Región de Coquimbo,Limarí,Ovalle,714,5,Escuela Vista Hermosa,62,MD,2,U,1,B,1,62,61,61,243,241,Intermedio,244,-15,-1,-4,0,10,0,-3,0,7,1,7,1
245,911,4,42,4201,Región de Coquimbo,Limarí,Ovalle,715,3,Escuela Básica Bernardo O'Higgins Riquelme,22,MD,2,U,1,B,1,21,22,21,284,280,Intermedio,272,64,1,82,1,33,1,38,1,46,1,46,1
246,920,4,42,4201,Región de Coquimbo,Limarí,Ovalle,718,8,Escuela Básica Marcos Macuada Ogalde,20,MD,2,R,0,B,1,20,19,19,261,220,Inicial,242,27,1,16,0,23,1,15,1,-14,-1,-14,-1
247,919,4,42,4201,Región de Coquimbo,Limarí,Ovalle,721,8,Escuela Básica Manuel Florencio Espinosa,59,MD,2,U,1,B,1,59,59,59,237,222,Inicial,218,1,0,4,0,-13,-1,-9,-1,-12,-1,-12,-1
248,915,4,42,4201,Región de Coquimbo,Limarí,Ovalle,722,6,Escuela Básica Heberto Antonio Velásquez,18,MD,2,U,1,B,1,18,18,18,252,272,Intermedio,259,11,0,51,1,14,0,6,0,38,1,38,1
252,918,4,42,4201,Región de Coquimbo,Limarí,Ovalle,730,7,Escuela Básica Lucía Núñez de la Cuadra,12,MD,2,R,0,A,0,12,12,12,222,205,Inicial,205,-55,-1,-42,-1,-6,0,-18,-1,-18,-1,-18,-1
253,923,4,42,4201,Región de Coquimbo,Limarí,Ovalle,733,1,Escuela Básica Padre Damián Heredia C.,7,MD,2,R,0,A,0,7,7,7,267,255,Intermedio,266,47,1,22,0,75,1,27,1,32,1,32,1
254,928,4,42,4201,Región de Coquimbo,Limarí,Ovalle,737,4,Escuela Básica Valentín Letelier,10,MD,2,R,0,B,1,10,10,10,231,248,Intermedio,254,-19,0,-3,0,37,1,-15,-1,14,1,14,1
255,926,4,42,4201,Región de Coquimbo,Limarí,Ovalle,740,4,Escuela Básica Pedro Enrique Alfonso Barrios,11,MD,2,R,0,A,0,11,11,11,260,220,Inicial,246,-,,-,,-,,20,1,-3,0,-3,0
262,941,4,42,4201,Región de Coquimbo,Limarí,Ovalle,757,9,Escuela El Guindo,13,MD,2,R,0,B,1,13,13,13,248,199,Inicial,205,-25,-1,-49,-1,-12,0,2,0,-35,-1,-35,-1
264,899,4,42,4201,Región de Coquimbo,Limarí,Ovalle,763,3,Colegio San Juan Bautista,89,PS,4,U,1,C,2,87,89,88,267,261,Intermedio,263,4,0,-2,0,14,1,4,0,7,1,7,1
265,945,4,42,4201,Región de Coquimbo,Limarí,Ovalle,767,6,Escuela Gabriela Mistral,28,PS,4,U,1,C,2,27,28,28,269,231,Inicial,241,-1,0,-41,-1,-12,0,6,0,-23,-1,-23,-1
266,900,4,42,4201,Región de Coquimbo,Limarí,Ovalle,769,2,Colegio San Viator,84,PS,4,U,1,D,3,84,83,83,300,309,Avanzado,308,-14,-1,-3,0,6,0,16,1,30,1,30,1
267,894,4,42,4201,Región de Coquimbo,Limarí,Ovalle,770,6,Colegio Amalia Errázuriz,29,PP,3,U,1,E,4,29,29,29,326,329,Avanzado,313,13,0,20,1,6,0,24,1,25,1,25,1
270,1003,4,42,4202,Región de Coquimbo,Limarí,Río Hurtado,778,1,Escuela Básica Las Breas,7,MD,2,R,0,A,0,6,6,6,246,240,Intermedio,242,34,1,51,1,-,,6,0,17,0,17,0
277,1000,4,42,4202,Región de Coquimbo,Limarí,Río Hurtado,793,5,Escuela Básica de Serón,7,MD,2,R,0,A,0,7,7,7,274,290,Avanzado,279,-,,-,,41,1,34,1,67,1,67,1
279,873,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,798,6,Escuela El Palqui,59,MD,2,U,1,B,1,59,58,58,260,251,Intermedio,249,17,1,22,1,7,0,14,1,17,1,17,1
280,879,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,800,1,Escuela Huatulame,20,MD,2,R,0,B,1,20,20,20,224,210,Inicial,221,-22,-1,-15,0,-40,-1,-22,-1,-24,-1,-24,-1
281,870,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,803,6,Escuela de Concentración Fronteriza de Tulahuén,14,MD,2,R,0,B,1,14,14,14,276,267,Intermedio,254,32,1,42,1,11,0,30,1,33,1,33,1
292,876,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,821,4,Escuela Flor del Valle,18,MD,2,R,0,B,1,18,18,18,265,267,Intermedio,247,-9,0,8,0,-24,-1,19,1,33,1,33,1
295,850,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,827,3,Colegio Río Grande,19,MD,2,R,0,B,1,19,19,19,253,229,Inicial,244,-20,-1,-14,0,13,0,7,0,-5,0,-5,0
298,861,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,833,8,Escuela Básica Santa Bernardita,6,MD,2,R,0,B,1,6,6,6,254,227,Inicial,230,40,1,47,1,10,0,8,0,-7,0,-7,0
302,860,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,838,9,Escuela Básica Profesor Manuel Ortiz Quintana,7,MD,2,R,0,A,0,7,7,7,261,216,Inicial,222,-2,0,-2,0,-10,0,21,1,-7,0,-7,0
304,813,4,42,4204,Región de Coquimbo,Limarí,Combarbalá,847,8,Escuela América,69,MD,2,U,1,B,1,68,68,68,276,255,Intermedio,263,-6,0,-20,-1,5,0,30,1,21,1,21,1
305,851,4,42,4203,Región de Coquimbo,Limarí,Monte Patria,848,6,Escuela Básica Alejandro Chelen Rojas,62,MD,2,U,1,B,1,61,62,62,229,208,Inicial,219,-18,-1,-17,-1,-44,-1,-17,-1,-26,-1,-26,-1
306,827,4,42,4204,Región de Coquimbo,Limarí,Combarbalá,849,4,Escuela Básica Juanita Fernández Solar,13,MD,2,R,0,B,1,13,13,13,286,274,Intermedio,274,48,1,72,1,-1,0,40,1,40,1,40,1
307,826,4,42,4204,Región de Coquimbo,Limarí,Combarbalá,850,8,Escuela Básica Juan Luis Sanfuentes,8,MD,2,R,0,A,0,8,8,8,302,293,Avanzado,265,17,0,44,1,33,1,62,1,70,1,70,1
308,816,4,42,4204,Región de Coquimbo,Limarí,Combarbalá,851,6,Escuela Básica Arturo Pérez Canto,8,MD,2,R,0,A,0,8,8,8,269,213,Inicial,229,3,0,-41,-1,3,0,29,1,-10,0,-10,0
324,986,4,42,4205,Región de Coquimbo,Limarí,Punitaqui,897,4,Escuela Bélgica,57,MD,2,U,1,B,1,57,57,57,247,222,Inicial,233,26,1,15,1,-18,-1,1,0,-12,-1,-12,-1
326,965,4,42,4201,Región de Coquimbo,Limarí,Ovalle,908,3,Escuela Tabalí,7,MD,2,R,0,A,0,7,7,7,252,253,Intermedio,239,33,1,22,0,36,1,12,0,30,1,30,1
330,921,4,42,4201,Región de Coquimbo,Limarí,Ovalle,915,6,Escuela Básica Marcos Rigoberto Pizarro,8,MD,2,R,0,B,1,8,8,8,276,230,Inicial,219,25,0,14,0,-,,30,1,-4,0,-4,0
337,966,4,42,4201,Región de Coquimbo,Limarí,Ovalle,932,6,Escuela Unión Campesina,18,MD,2,R,0,B,1,18,17,17,264,259,Intermedio,256,25,1,31,1,40,1,18,1,25,1,25,1
339,905,4,42,4201,Región de Coquimbo,Limarí,Ovalle,937,7,Escuela Alcones Bajos,6,MD,2,R,0,A,0,6,6,6,296,250,Intermedio,235,-,,-,,-,,56,1,27,1,27,1
342,907,4,42,4201,Región de Coquimbo,Limarí,Ovalle,947,4,Escuela Aurora de Chile,12,MD,2,R,0,B,1,12,12,12,228,199,Inicial,209,-24,-1,-14,0,-10,0,-18,-1,-35,-1,-35,-1
345,974,4,42,4205,Región de Coquimbo,Limarí,Punitaqui,959,8,Colegio Sali Hochschild,36,PS,4,U,1,B,1,36,36,36,258,237,Intermedio,247,10,0,-7,0,-13,0,12,1,3,0,3,0
349,520,4,43,4301,Región de Coquimbo,Choapa,Illapel,970,9,Escuela Básica Juan Carrasco Risco,17,MD,2,U,1,B,1,17,17,17,249,249,Intermedio,253,22,1,4,0,10,0,3,0,15,1,15,1
350,524,4,43,4301,Región de Coquimbo,Choapa,Illapel,971,7,Escuela Básica San Rafael de Rozas,58,MD,2,U,1,C,2,57,58,58,265,235,Intermedio,257,-1,0,-12,0,10,0,2,0,-19,-1,-19,-1
351,519,4,43,4301,Región de Coquimbo,Choapa,Illapel,972,5,Escuela Básica Jorge Aracena Ramos,26,MD,2,U,1,B,1,26,26,26,237,208,Inicial,218,-10,0,-3,0,-26,-1,-9,-1,-26,-1,-26,-1
354,536,4,43,4301,Región de Coquimbo,Choapa,Illapel,976,8,Escuela Las Palmeras de Limahuida,6,MD,2,R,0,A,0,6,6,5,278,243,Intermedio,-,42,1,43,1,-,,38,1,20,1,20,1
355,518,4,43,4301,Región de Coquimbo,Choapa,Illapel,977,6,Escuela Básica Graciela Díaz Allende,8,MD,2,R,0,B,1,8,8,8,269,253,Intermedio,265,8,0,-8,0,-29,-1,23,1,19,1,19,1
358,544,4,43,4301,Región de Coquimbo,Choapa,Illapel,982,2,Escuela Villa Los Naranjos,28,MD,2,U,1,B,1,28,25,25,258,251,Intermedio,248,0,0,16,1,-1,0,12,1,17,1,17,1
361,513,4,43,4301,Región de Coquimbo,Choapa,Illapel,987,3,Colegio Santa Teresa,85,PS,4,U,1,D,3,84,83,84,281,277,Intermedio,278,9,0,24,1,-3,0,-3,0,-2,0,-2,0
362,535,4,43,4301,Región de Coquimbo,Choapa,Illapel,990,3,Escuela Las Cañas,11,PS,4,R,0,B,1,11,11,11,252,227,Inicial,257,10,0,15,0,-,,6,0,-7,0,-7,0
368,574,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1015,4,Escuela Básica Diaguitas de Chalinga,14,MD,2,R,0,B,1,14,14,13,237,221,Inicial,235,-35,-1,-21,-1,-30,-1,-9,0,-13,0,-13,0
369,583,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1016,2,Escuela Básica Tranquilla,7,MD,2,R,0,B,1,7,7,7,293,277,Intermedio,297,87,1,75,1,75,1,47,1,43,1,43,1
371,575,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1018,9,Escuela Básica El Tambo,10,MD,2,R,0,B,1,10,10,10,263,238,Intermedio,269,9,0,21,0,50,1,17,1,4,0,4,0
372,571,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1019,7,Escuela Básica Chillepin,13,MD,2,R,0,C,2,13,13,13,284,242,Intermedio,265,17,0,-30,-1,-11,0,21,1,-12,0,-12,0
373,573,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1020,0,Escuela Básica Cuncumén,12,MD,2,R,0,B,1,12,12,12,236,225,Inicial,240,-33,-1,-30,-1,-49,-1,-10,0,-9,0,-9,0
375,586,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1027,8,Escuela de Quelén Bajo,7,MD,2,R,0,B,1,7,7,7,259,197,Inicial,235,-,,-,,-,,13,0,-37,-1,-37,-1
376,588,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1030,8,Escuela Guillermo Barrios Vargas,6,MD,2,R,0,B,1,6,6,6,284,245,Intermedio,254,-,,-,,18,0,38,1,11,0,11,0
379,581,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1033,2,Escuela Básica Panguesillo,7,MD,2,R,0,B,1,7,7,7,230,233,Intermedio,229,22,0,22,0,-50,-1,-16,0,-1,0,-1,0
380,569,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1034,0,Escuela Básica Batuco,8,MD,2,R,0,B,1,8,8,8,230,211,Inicial,221,-,,-,,3,0,-16,0,-23,-1,-23,-1
384,594,4,43,4302,Región de Coquimbo,Choapa,Salamanca,1045,6,Escuela Punta Nueva,6,PS,4,R,0,B,1,6,6,6,236,254,Intermedio,271,-,,-,,-,,-10,0,20,1,20,1
386,547,4,43,4303,Región de Coquimbo,Choapa,Los Vilos,1049,9,Colegio Diego de Almagro,83,MD,2,U,1,B,1,82,82,81,225,218,Inicial,219,-3,0,9,0,1,0,-21,-1,-16,-1,-16,-1
387,551,4,43,4303,Región de Coquimbo,Choapa,Los Vilos,1050,2,Escuela Básica Ercole Bencini V.,11,MD,2,U,1,B,1,11,10,10,260,269,Intermedio,267,-16,0,-2,0,14,0,14,1,35,1,35,1
388,553,4,43,4303,Región de Coquimbo,Choapa,Los Vilos,1051,0,Escuela Básica Teresa Cannon de Barroilhet,28,MD,2,R,0,B,1,27,28,28,255,238,Intermedio,237,-9,0,-6,0,-20,-1,9,1,4,0,4,0
393,555,4,43,4303,Región de Coquimbo,Choapa,Los Vilos,1066,9,Escuela Divina Providencia,65,PS,4,U,1,C,2,64,65,65,270,240,Intermedio,249,22,1,5,0,15,1,7,1,-14,-1,-14,-1
403,495,4,43,4304,Región de Coquimbo,Choapa,Canela,1087,1,Escuela Canela Alta,24,MD,2,R,0,B,1,24,24,24,253,248,Intermedio,243,0,0,-9,0,10,0,7,0,14,1,14,1
410,481,4,43,4304,Región de Coquimbo,Choapa,Canela,1100,2,Escuela Básica Carlos Augusto Vial Espantoso,9,MD,2,R,0,C,2,9,9,9,277,261,Intermedio,299,38,1,57,1,-,,14,0,7,0,7,0
417,1105,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1125,8,Escuela Diego Portales,36,MD,2,R,0,B,1,36,35,34,272,252,Intermedio,249,43,1,31,1,11,0,26,1,18,1,18,1
418,1092,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1128,2,Escuela Básica Comunidades de Valle Hermoso,26,MD,2,R,0,B,1,26,24,24,254,246,Intermedio,236,1,0,25,1,-20,-1,8,1,12,1,12,1
421,1102,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1132,0,Escuela Básica Poza Verde,7,MD,2,R,0,A,0,7,7,7,233,225,Inicial,223,-5,0,-2,0,-4,0,-7,0,2,0,2,0
423,1103,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1136,3,Escuela Básica Puyancon,15,MD,2,R,0,A,0,15,15,15,204,199,Inicial,228,-86,-1,-46,-1,-23,-1,-36,-1,-24,-1,-24,-1
424,1100,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1139,8,Escuela Básica Ministro Gómez Millas,13,MD,2,R,0,B,1,13,13,13,270,265,Intermedio,253,32,1,31,1,28,1,24,1,31,1,31,1
425,1093,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1140,1,Escuela Básica El Trapiche,7,MD,2,R,0,B,1,7,7,7,257,224,Inicial,232,-16,0,-33,-1,-24,0,11,0,-10,0,-10,0
427,1101,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1144,4,Escuela Básica Pichicuy,8,MD,2,R,0,B,1,8,8,8,260,218,Inicial,219,32,1,23,0,-,,14,0,-16,0,-16,0
428,1094,5,51,5101,Región de Valparaíso,Quillota - Petorca,La Ligua,1145,2,Escuela Básica Enrique Doll Rojas,12,MD,2,R,0,B,1,12,12,12,202,177,Inicial,198,-18,0,-42,-1,-17,0,-44,-1,-57,-1,-57,-1
429,1162,5,51,5102,Región de Valparaíso,Quillota - Petorca,Petorca,1147,9,Escuela Básica Fernando García Oldini,14,MD,2,R,0,B,1,14,14,14,246,230,Inicial,236,-15,0,-1,0,-12,0,0,0,-4,0,-4,0
430,1172,5,51,5102,Región de Valparaíso,Quillota - Petorca,Petorca,1148,7,Liceo José Manuel Borgoño Núñez,27,MD,2,R,0,B,1,27,27,27,252,262,Intermedio,253,15,0,37,1,3,0,6,0,28,1,28,1
432,1165,5,51,5102,Región de Valparaíso,Quillota - Petorca,Petorca,1156,8,Escuela Básica G-24,6,MD,2,R,0,B,1,6,6,6,222,167,Inicial,213,-26,0,-42,-1,-,,-24,-1,-67,-1,-67,-1
434,1168,5,51,5102,Región de Valparaíso,Quillota - Petorca,Petorca,1160,6,Escuela Hogar Fronteriza de Chalaco,9,MD,2,R,0,B,1,9,9,9,249,227,Inicial,237,15,0,29,1,-,,3,0,-7,0,-7,0
435,1167,5,51,5102,Región de Valparaíso,Quillota - Petorca,Petorca,1161,4,Escuela Básica Pedegua,15,MD,2,R,0,B,1,15,15,15,252,209,Inicial,217,-4,0,-13,0,-36,-1,6,0,-25,-1,-25,-1
436,1170,5,51,5102,Región de Valparaíso,Quillota - Petorca,Petorca,1162,2,Escuela Particular Juan Pablo II,6,PS,4,R,0,B,1,6,6,6,282,236,Intermedio,263,21,0,-1,0,-,,36,1,2,0,2,0
